ligand,target,activity,minuslog_activity
CHEMBL574738,CHEMBL4602,1100.0,5.958607314841775
CHEMBL574738,CHEMBL4674,29.0,7.5376020021010435
CHEMBL574738,CHEMBL4708,860.0,6.0655015487564325
CHEMBL574738,CHEMBL4718,1760.0,5.7544873321858505
CHEMBL574738,CHEMBL4852,350.0,6.455931955649724
CHEMBL574738,CHEMBL4895,570.0,6.2441251443275085
CHEMBL574738,CHEMBL4898,190.0,6.721246399047171
CHEMBL574738,CHEMBL4900,950.0,6.022276394711152
CHEMBL574738,CHEMBL4924,4600.0,5.337242168318426
CHEMBL574738,CHEMBL4937,4000.0,5.3979400086720375
CHEMBL574738,CHEMBL4954,80.0,7.096910013008056
CHEMBL574738,CHEMBL5014,1100.0,5.958607314841775
CHEMBL574738,CHEMBL5044,1100.0,5.958607314841775
CHEMBL574738,CHEMBL5072,180.0,6.7447274948966935
CHEMBL574738,CHEMBL5084,97.0,7.013228265733755
CHEMBL574738,CHEMBL5122,11.0,7.958607314841775
CHEMBL574738,CHEMBL5145,1700.0,5.769551078621726
CHEMBL574738,CHEMBL5198,94.0,7.026872146400302
CHEMBL574738,CHEMBL5256,220.0,6.657577319177793
CHEMBL574738,CHEMBL5260,170.0,6.769551078621726
CHEMBL574738,CHEMBL5274,0.29,9.537602002101044
CHEMBL574738,CHEMBL5284,220.0,6.657577319177793
CHEMBL574738,CHEMBL5316,54.0,7.267606240177032
CHEMBL574738,CHEMBL5319,0.69,9.161150909262744
CHEMBL574738,CHEMBL5331,370.0,6.431798275933005
CHEMBL574738,CHEMBL5334,60.0,7.221848749616356
CHEMBL574738,CHEMBL5364,160.0,6.795880017344075
CHEMBL574738,CHEMBL5416,1100.0,5.958607314841775
CHEMBL574738,CHEMBL5432,190.0,6.721246399047171
CHEMBL574738,CHEMBL5455,360.0,6.443697499232713
CHEMBL574738,CHEMBL5464,210.0,6.6777807052660805
CHEMBL574738,CHEMBL5469,520.0,6.2839966563652006
CHEMBL574738,CHEMBL5483,1400.0,5.853871964321762
CHEMBL574738,CHEMBL5546,41.0,7.3872161432802645
CHEMBL574738,CHEMBL5547,630.0,6.200659450546418
CHEMBL574738,CHEMBL5552,1200.0,5.920818753952375
CHEMBL574738,CHEMBL5568,1700.0,5.769551078621726
CHEMBL574738,CHEMBL5579,52.0,7.2839966563652006
CHEMBL574738,CHEMBL5604,2400.0,5.619788758288394
CHEMBL574738,CHEMBL5608,34.0,7.468521082957745
CHEMBL574738,CHEMBL5627,160.0,6.795880017344075
CHEMBL574738,CHEMBL5654,84.0,7.075720713938118
CHEMBL574738,CHEMBL5684,3.1,8.508638306165727
CHEMBL574738,CHEMBL5703,72.0,7.142667503568732
CHEMBL574738,CHEMBL5719,1.4,8.853871964321762
CHEMBL574738,CHEMBL5749,210.0,6.6777807052660805
CHEMBL574738,CHEMBL5785,1100.0,5.958607314841775
CHEMBL574738,CHEMBL5790,15.0,7.823908740944319
CHEMBL574738,CHEMBL5808,1400.0,5.853871964321762
CHEMBL574738,CHEMBL5907,3000.0,5.522878745280337
CHEMBL574738,CHEMBL6002,1.5,8.823908740944319
CHEMBL574738,CHEMBL6005,1200.0,5.920818753952375
CHEMBL574738,CHEMBL6082,1700.0,5.769551078621726
CHEMBL574738,CHEMBL6162,17.0,7.769551078621726
CHEMBL574738,CHEMBL6166,15.0,7.823908740944319
CHEMBL574738,CHEMBL6167,470.0,6.327902142064283
CHEMBL575060,CHEMBL2675,701.0,6.154281982033341
CHEMBL575060,CHEMBL2736,3235.94,5.489999539566098
CHEMBL575060,CHEMBL2888,5118.0,5.290899718448833
CHEMBL575060,CHEMBL3190,4897.79,5.309999839831227
CHEMBL575060,CHEMBL3228,5.7,8.244125144327509
CHEMBL575060,CHEMBL3683,1106.0,5.956244873031321
CHEMBL575060,CHEMBL3772,1600.0,5.795880017344075
CHEMBL575448,CHEMBL1957,2.0,8.698970004336019
CHEMBL575448,CHEMBL1981,1.7,8.769551078621726
CHEMBL575448,CHEMBL2815,7.0,8.154901959985743
CHEMBL575448,CHEMBL4722,32.74,7.484921324924077
CHEMBL575448,CHEMBL4898,4.0,8.397940008672037
CHEMBL576982,CHEMBL1844,12.0,7.920818753952375
CHEMBL576982,CHEMBL1868,41.0,7.3872161432802645
CHEMBL576982,CHEMBL1913,7.7,8.113509274827518
CHEMBL576982,CHEMBL1936,4.8,8.318758762624412
CHEMBL576982,CHEMBL1955,4900.0,5.309803919971486
CHEMBL576982,CHEMBL1974,1330.0,5.876148359032914
CHEMBL576982,CHEMBL2007,42.0,7.376750709602099
CHEMBL576982,CHEMBL2041,9.9,8.00436480540245
CHEMBL576982,CHEMBL279,430.0,6.366531544420414
CHEMBL576982,CHEMBL5122,690.0,6.161150909262744
CHEMBL576982,CHEMBL5319,81.0,7.0915149811213505
CHEMBL577,CHEMBL1808,2.5,8.602059991327963
CHEMBL579205,CHEMBL2487,24.0,7.619788758288394
CHEMBL58,CHEMBL1743126,530.0,6.275724130399211
CHEMBL58,CHEMBL1743127,830.0,6.080921907623926
CHEMBL58,CHEMBL1806,5300.0,5.275724130399211
CHEMBL58,CHEMBL3004,27.5,7.560667306169737
CHEMBL58,CHEMBL4302,1501.0,5.823619307756729
CHEMBL58,CHEMBL5251,1000.0,6.0
CHEMBL58,CHEMBL5393,903.8,6.043927663004817
CHEMBL58,CHEMBL5568,2998.7,5.523066980343039
CHEMBL582857,CHEMBL1790,325.0,6.488116639021126
CHEMBL582857,CHEMBL1889,94.0,7.026872146400302
CHEMBL582857,CHEMBL1921,1.7,8.769551078621726
CHEMBL582857,CHEMBL2049,25.0,7.6020599913279625
CHEMBL58323,CHEMBL205,331.0,6.480172006224281
CHEMBL58323,CHEMBL2326,4446.0,5.352030541637028
CHEMBL58323,CHEMBL261,362.0,6.441291429466834
CHEMBL58323,CHEMBL2885,374.0,6.42712839779952
CHEMBL58323,CHEMBL3025,412.0,6.3851027839668655
CHEMBL58323,CHEMBL3242,3713.0,5.430275050773841
CHEMBL58323,CHEMBL3510,473.0,6.325138859262188
CHEMBL58323,CHEMBL3594,353.0,6.452225294612178
CHEMBL58323,CHEMBL3729,525.0,6.279840696594043
CHEMBL58323,CHEMBL3912,1210.0,5.91721462968355
CHEMBL58323,CHEMBL3969,341.0,6.467245621007502
CHEMBL58323,CHEMBL4296,182.0,6.739928612014925
CHEMBL58323,CHEMBL4789,4565.0,5.340559218129682
CHEMBL585,CHEMBL4071,7413.0,5.130005999878258
CHEMBL587723,CHEMBL2073,17.5,7.756961951313706
CHEMBL588,CHEMBL1293226,3000.0,5.522878745280337
CHEMBL588,CHEMBL2056,31.7,7.498940737782249
CHEMBL589,CHEMBL214,1706.0,5.768020973168496
CHEMBL589,CHEMBL217,691.83,6.160000609491408
CHEMBL589,CHEMBL219,7.8,8.10790539730952
CHEMBL589,CHEMBL224,141.25,6.850011543508524
CHEMBL589,CHEMBL234,61.0,7.214670164989233
CHEMBL589390,CHEMBL1867,109.65,6.959991363986458
CHEMBL589390,CHEMBL217,630.96,6.199998172182031
CHEMBL589390,CHEMBL224,61.66,7.209996479609511
CHEMBL589390,CHEMBL225,75.86,7.119987161633229
CHEMBL589390,CHEMBL3155,7.943,8.100015437450608
CHEMBL589390,CHEMBL3371,34.0,7.468521082957745
CHEMBL589586,CHEMBL3785,180.0,6.7447274948966935
CHEMBL59,CHEMBL1293226,3000.0,5.522878745280337
CHEMBL59,CHEMBL1850,2.0,8.698970004336019
CHEMBL59,CHEMBL1945,7100.0,5.1487416512809245
CHEMBL59,CHEMBL1946,9100.0,5.040958607678906
CHEMBL59,CHEMBL217,3690.0,5.432973633840939
CHEMBL59,CHEMBL219,91.2,7.0400051616715835
CHEMBL59,CHEMBL222,6.63,8.178486471595226
CHEMBL59,CHEMBL234,1100.0,5.958607314841775
CHEMBL59,CHEMBL238,6400.0,5.1938200260161125
CHEMBL590,CHEMBL2039,400.0,6.3979400086720375
CHEMBL590,CHEMBL4685,1000.0,6.0
CHEMBL590,CHEMBL4804,3900.0,5.4089353929735005
CHEMBL590799,CHEMBL1743126,2900.0,5.5376020021010435
CHEMBL590799,CHEMBL204,780.0,6.107905397309519
CHEMBL590799,CHEMBL2079849,29.0,7.5376020021010435
CHEMBL591118,CHEMBL284,6.8,8.167491087293763
CHEMBL591429,CHEMBL2334,4080.0,5.38933983691012
CHEMBL592,CHEMBL233,0.21,9.67778070526608
CHEMBL592,CHEMBL236,4.2,8.3767507096021
CHEMBL592,CHEMBL237,2.3,8.638272163982407
CHEMBL592,CHEMBL5685,8000.0,5.096910013008056
CHEMBL592374,CHEMBL222,147.91,6.83000246293343
CHEMBL592374,CHEMBL228,411.5,6.385630160451711
CHEMBL592374,CHEMBL238,159.3,6.797784224198868
CHEMBL592435,CHEMBL226,1.0,9.0
CHEMBL592435,CHEMBL251,398.0,6.400116927926312
CHEMBL592435,CHEMBL255,3981.0,5.400007822415902
CHEMBL592435,CHEMBL256,200.0,6.698970004336019
CHEMBL592445,CHEMBL1075165,5100.0,5.292429823902063
CHEMBL592445,CHEMBL2842,1.6,8.795880017344075
CHEMBL592445,CHEMBL3130,76.0,7.119186407719209
CHEMBL592445,CHEMBL3145,6.0,8.221848749616356
CHEMBL592445,CHEMBL3267,24.0,7.619788758288394
CHEMBL592445,CHEMBL4005,1.0,9.0
CHEMBL592445,CHEMBL5554,0.46,9.337242168318426
CHEMBL592868,CHEMBL206,0.028,10.55284196865778
CHEMBL595,CHEMBL1795168,8650.0,5.062983892535186
CHEMBL595,CHEMBL2039,500.0,6.301029995663981
CHEMBL595,CHEMBL205,114.0,6.943095148663527
CHEMBL595,CHEMBL239,6700.0,5.173925197299174
CHEMBL595,CHEMBL6020,300.0,6.522878745280337
CHEMBL595573,CHEMBL4561,1.6,8.795880017344075
CHEMBL596,CHEMBL233,53.0,7.275724130399211
CHEMBL596,CHEMBL236,570.0,6.2441251443275085
CHEMBL596,CHEMBL287,354.0,6.450996737974212
CHEMBL597,CHEMBL1867,55.9,7.252588192113577
CHEMBL597,CHEMBL1916,80.3,7.095284454721319
CHEMBL597,CHEMBL1942,48.0,7.318758762624412
CHEMBL597,CHEMBL223,19.4,7.712198270069774
CHEMBL597,CHEMBL229,12.0,7.920818753952375
CHEMBL597,CHEMBL232,47.4,7.324221658325915
CHEMBL597,CHEMBL3923,11.4,7.943095148663527
CHEMBL598172,CHEMBL224,0.631,9.199970640755867
CHEMBL598172,CHEMBL225,158.49,6.799998134593398
CHEMBL598797,CHEMBL1824,188.0,6.72584215073632
CHEMBL598797,CHEMBL1829,9.1,8.040958607678906
CHEMBL598797,CHEMBL1865,5.1,8.292429823902063
CHEMBL598797,CHEMBL1937,12.6,7.8996294548824375
CHEMBL598797,CHEMBL203,17.6,7.7544873321858505
CHEMBL598797,CHEMBL2563,11.4,7.943095148663527
CHEMBL598797,CHEMBL2716,373.0,6.428291168191312
CHEMBL598797,CHEMBL3192,79.8,7.09799710864927
CHEMBL598797,CHEMBL325,4.5,8.346787486224656
CHEMBL598797,CHEMBL3524,13.2,7.87942606879415
CHEMBL598797,CHEMBL4145,67.2,7.172630726946175
CHEMBL598797,CHEMBL5103,398.11,6.399996913372259
CHEMBL599,CHEMBL221,1319.0,5.879755204453635
CHEMBL6,CHEMBL1871,0.14,9.853871964321762
CHEMBL6,CHEMBL2157,50.0,7.301029995663981
CHEMBL6,CHEMBL4681,7350.0,5.133712660915805
CHEMBL6,CHEMBL5071,8000.0,5.096910013008056
CHEMBL6,CHEMBL6174,610.0,6.214670164989233
CHEMBL601719,CHEMBL1957,143.0,6.844663962534939
CHEMBL601719,CHEMBL1981,2887.0,5.5395532161192795
CHEMBL601719,CHEMBL203,681.0,6.166852888087215
CHEMBL601719,CHEMBL2148,1360.0,5.866461091629782
CHEMBL601719,CHEMBL258,2741.0,5.562090964460501
CHEMBL601719,CHEMBL2835,563.0,6.249491605148654
CHEMBL601719,CHEMBL2971,27.0,7.568636235841013
CHEMBL601719,CHEMBL3553,1269.0,5.896538377905295
CHEMBL601719,CHEMBL3717,20.0,7.698970004336019
CHEMBL601719,CHEMBL4722,89.24,7.0494404383882
CHEMBL601719,CHEMBL4895,294.0,6.531652669587842
CHEMBL601719,CHEMBL5464,1300.0,5.886056647693163
CHEMBL601719,CHEMBL5568,6700.0,5.173925197299174
CHEMBL602070,CHEMBL4306,50.0,7.301029995663981
CHEMBL603,CHEMBL1743122,9700.0,5.013228265733755
CHEMBL603,CHEMBL1743126,1300.0,5.886056647693163
CHEMBL603,CHEMBL1743127,7600.0,5.119186407719209
CHEMBL603,CHEMBL1798,14.0,7.853871964321762
CHEMBL603,CHEMBL1835,3810.0,5.419075024324381
CHEMBL603,CHEMBL235,2440.0,5.61261017366127
CHEMBL603,CHEMBL2409,2000.0,5.698970004336019
CHEMBL603469,CHEMBL1844,31.0,7.508638306165727
CHEMBL603469,CHEMBL1974,8.5,8.070581074285707
CHEMBL603469,CHEMBL2708,18.0,7.7447274948966935
CHEMBL607707,CHEMBL1824,1230.0,5.910094888560602
CHEMBL607707,CHEMBL1841,2400.0,5.619788758288394
CHEMBL607707,CHEMBL1844,4300.0,5.366531544420414
CHEMBL607707,CHEMBL1862,1600.0,5.795880017344075
CHEMBL607707,CHEMBL1974,3300.0,5.481486060122113
CHEMBL607707,CHEMBL2073,1100.0,5.958607314841775
CHEMBL607707,CHEMBL2148,25.0,7.6020599913279625
CHEMBL607707,CHEMBL2250,78.0,7.107905397309519
CHEMBL607707,CHEMBL2349,2500.0,5.6020599913279625
CHEMBL607707,CHEMBL2468,4100.0,5.3872161432802645
CHEMBL607707,CHEMBL258,99.0,7.00436480540245
CHEMBL607707,CHEMBL2599,7200.0,5.142667503568732
CHEMBL607707,CHEMBL2634,3400.0,5.468521082957745
CHEMBL607707,CHEMBL267,280.0,6.552841968657781
CHEMBL607707,CHEMBL2695,4400.0,5.356547323513812
CHEMBL607707,CHEMBL2777,3900.0,5.4089353929735005
CHEMBL607707,CHEMBL279,3131.0,5.504316932383085
CHEMBL607707,CHEMBL2828,1100.0,5.958607314841775
CHEMBL607707,CHEMBL2959,2500.0,5.6020599913279625
CHEMBL607707,CHEMBL2964,810.0,6.0915149811213505
CHEMBL607707,CHEMBL2971,2000.0,5.698970004336019
CHEMBL607707,CHEMBL2996,4600.0,5.337242168318426
CHEMBL607707,CHEMBL3234,2300.0,5.638272163982407
CHEMBL607707,CHEMBL3587,360.0,6.443697499232713
CHEMBL607707,CHEMBL3717,6200.0,5.2076083105017466
CHEMBL607707,CHEMBL3830,3500.0,5.455931955649724
CHEMBL607707,CHEMBL3834,7400.0,5.130768280269024
CHEMBL607707,CHEMBL3835,680.0,6.167491087293763
CHEMBL607707,CHEMBL3886,1200.0,5.920818753952375
CHEMBL607707,CHEMBL3905,960.0,6.017728766960432
CHEMBL607707,CHEMBL3906,8700.0,5.060480747381382
CHEMBL607707,CHEMBL3980,4200.0,5.376750709602099
CHEMBL607707,CHEMBL3981,330.0,6.481486060122113
CHEMBL607707,CHEMBL3982,8800.0,5.055517327849832
CHEMBL607707,CHEMBL3984,2900.0,5.5376020021010435
CHEMBL607707,CHEMBL3987,710.0,6.1487416512809245
CHEMBL607707,CHEMBL4004,3500.0,5.455931955649724
CHEMBL607707,CHEMBL4014,370.0,6.431798275933005
CHEMBL607707,CHEMBL4128,2900.0,5.5376020021010435
CHEMBL607707,CHEMBL4134,3300.0,5.481486060122113
CHEMBL607707,CHEMBL4202,360.0,6.443697499232713
CHEMBL607707,CHEMBL4203,3900.0,5.4089353929735005
CHEMBL607707,CHEMBL4223,680.0,6.167491087293763
CHEMBL607707,CHEMBL4224,3300.0,5.481486060122113
CHEMBL607707,CHEMBL4225,1800.0,5.7447274948966935
CHEMBL607707,CHEMBL4226,5600.0,5.251811972993799
CHEMBL607707,CHEMBL4247,7100.0,5.1487416512809245
CHEMBL607707,CHEMBL4312,4000.0,5.3979400086720375
CHEMBL607707,CHEMBL4355,6.4,8.193820026016112
CHEMBL607707,CHEMBL4367,5500.0,5.259637310505756
CHEMBL607707,CHEMBL4454,950.0,6.022276394711152
CHEMBL607707,CHEMBL4522,2200.0,5.657577319177793
CHEMBL607707,CHEMBL4525,200.0,6.698970004336019
CHEMBL607707,CHEMBL4526,4100.0,5.3872161432802645
CHEMBL607707,CHEMBL4527,170.0,6.769551078621726
CHEMBL607707,CHEMBL4598,3900.0,5.4089353929735005
CHEMBL607707,CHEMBL4599,5200.0,5.2839966563652006
CHEMBL607707,CHEMBL4600,3400.0,5.468521082957745
CHEMBL607707,CHEMBL4630,1900.0,5.721246399047171
CHEMBL607707,CHEMBL4708,2400.0,5.619788758288394
CHEMBL607707,CHEMBL4851,3100.0,5.508638306165727
CHEMBL607707,CHEMBL4852,10.0,8.0
CHEMBL607707,CHEMBL4853,280.0,6.552841968657781
CHEMBL607707,CHEMBL4895,920.0,6.036212172654444
CHEMBL607707,CHEMBL4937,100.0,7.0
CHEMBL607707,CHEMBL4954,4100.0,5.3872161432802645
CHEMBL607707,CHEMBL5072,4200.0,5.376750709602099
CHEMBL607707,CHEMBL5073,5900.0,5.229147988357856
CHEMBL607707,CHEMBL5082,2100.0,5.6777807052660805
CHEMBL607707,CHEMBL5095,498.0,6.302770657240282
CHEMBL607707,CHEMBL5147,2800.0,5.552841968657781
CHEMBL607707,CHEMBL5251,4900.0,5.309803919971486
CHEMBL607707,CHEMBL5256,5100.0,5.292429823902063
CHEMBL607707,CHEMBL5260,7200.0,5.142667503568732
CHEMBL607707,CHEMBL5274,1000.0,6.0
CHEMBL607707,CHEMBL5284,2500.0,5.6020599913279625
CHEMBL607707,CHEMBL5314,3700.0,5.431798275933005
CHEMBL607707,CHEMBL5320,59.0,7.229147988357856
CHEMBL607707,CHEMBL5331,1300.0,5.886056647693163
CHEMBL607707,CHEMBL5358,290.0,6.537602002101044
CHEMBL607707,CHEMBL5432,170.0,6.769551078621726
CHEMBL607707,CHEMBL5455,5700.0,5.2441251443275085
CHEMBL607707,CHEMBL5491,770.0,6.113509274827518
CHEMBL607707,CHEMBL5520,1000.0,6.0
CHEMBL607707,CHEMBL5543,4000.0,5.3979400086720375
CHEMBL607707,CHEMBL5552,3400.0,5.468521082957745
CHEMBL607707,CHEMBL5579,310.0,6.508638306165727
CHEMBL607707,CHEMBL5667,2600.0,5.585026652029182
CHEMBL607707,CHEMBL5698,2700.0,5.568636235841013
CHEMBL607707,CHEMBL5699,4500.0,5.346787486224656
CHEMBL607707,CHEMBL5749,270.0,6.568636235841013
CHEMBL607707,CHEMBL5753,6100.0,5.214670164989233
CHEMBL607707,CHEMBL5785,1900.0,5.721246399047171
CHEMBL607707,CHEMBL5855,3900.0,5.4089353929735005
CHEMBL607707,CHEMBL5912,6000.0,5.221848749616356
CHEMBL607707,CHEMBL5940,4000.0,5.3979400086720375
CHEMBL607707,CHEMBL6005,4500.0,5.346787486224656
CHEMBL607707,CHEMBL6123,4900.0,5.309803919971486
CHEMBL607707,CHEMBL6166,330.0,6.481486060122113
CHEMBL608533,CHEMBL1841,2100.0,5.6777807052660805
CHEMBL608533,CHEMBL1844,330.0,6.481486060122113
CHEMBL608533,CHEMBL1862,3200.0,5.494850021680094
CHEMBL608533,CHEMBL1868,450.0,6.346787486224656
CHEMBL608533,CHEMBL1913,110.0,6.958607314841775
CHEMBL608533,CHEMBL1936,1600.0,5.795880017344075
CHEMBL608533,CHEMBL1955,670.0,6.173925197299173
CHEMBL608533,CHEMBL1974,40.0,7.3979400086720375
CHEMBL608533,CHEMBL2007,380.0,6.42021640338319
CHEMBL608533,CHEMBL203,7000.0,5.154901959985743
CHEMBL608533,CHEMBL2041,350.0,6.455931955649724
CHEMBL608533,CHEMBL2073,950.0,6.022276394711152
CHEMBL608533,CHEMBL2109,5300.0,5.275724130399211
CHEMBL608533,CHEMBL2116,460.0,6.337242168318426
CHEMBL608533,CHEMBL2147,560.0,6.251811972993799
CHEMBL608533,CHEMBL2148,12.0,7.920818753952375
CHEMBL608533,CHEMBL2185,62.0,7.2076083105017466
CHEMBL608533,CHEMBL2250,500.0,6.301029995663981
CHEMBL608533,CHEMBL2276,4400.0,5.356547323513812
CHEMBL608533,CHEMBL2345,740.0,6.130768280269024
CHEMBL608533,CHEMBL2349,1400.0,5.853871964321762
CHEMBL608533,CHEMBL2428,2000.0,5.698970004336019
CHEMBL608533,CHEMBL2431,780.0,6.107905397309519
CHEMBL608533,CHEMBL2468,1800.0,5.7447274948966935
CHEMBL608533,CHEMBL2493,2000.0,5.698970004336019
CHEMBL608533,CHEMBL2534,190.0,6.721246399047171
CHEMBL608533,CHEMBL2553,690.0,6.161150909262744
CHEMBL608533,CHEMBL2558,4700.0,5.327902142064283
CHEMBL608533,CHEMBL258,280.0,6.552841968657781
CHEMBL608533,CHEMBL2595,3200.0,5.494850021680094
CHEMBL608533,CHEMBL2599,88.0,7.055517327849832
CHEMBL608533,CHEMBL262,1800.0,5.7447274948966935
CHEMBL608533,CHEMBL2634,8700.0,5.060480747381382
CHEMBL608533,CHEMBL2637,3600.0,5.443697499232713
CHEMBL608533,CHEMBL267,1200.0,5.920818753952375
CHEMBL608533,CHEMBL2708,17.0,7.769551078621726
CHEMBL608533,CHEMBL2742,1700.0,5.769551078621726
CHEMBL608533,CHEMBL279,3200.0,5.494850021680094
CHEMBL608533,CHEMBL2801,36.0,7.443697499232713
CHEMBL608533,CHEMBL2803,2600.0,5.585026652029182
CHEMBL608533,CHEMBL2815,380.0,6.42021640338319
CHEMBL608533,CHEMBL2850,2500.0,5.6020599913279625
CHEMBL608533,CHEMBL2872,15.0,7.823908740944319
CHEMBL608533,CHEMBL2873,790.0,6.102372908709558
CHEMBL608533,CHEMBL2896,74.0,7.130768280269024
CHEMBL608533,CHEMBL2897,4800.0,5.318758762624412
CHEMBL608533,CHEMBL2918,240.0,6.619788758288394
CHEMBL608533,CHEMBL2971,94.0,7.026872146400302
CHEMBL608533,CHEMBL2996,320.0,6.494850021680094
CHEMBL608533,CHEMBL2999,180.0,6.7447274948966935
CHEMBL608533,CHEMBL3032,15.0,7.823908740944319
CHEMBL608533,CHEMBL3123,890.0,6.050609993355088
CHEMBL608533,CHEMBL3125,260.0,6.585026652029182
CHEMBL608533,CHEMBL3234,720.0,6.142667503568732
CHEMBL608533,CHEMBL3384,9.3,8.031517051446064
CHEMBL608533,CHEMBL3529,160.0,6.795880017344075
CHEMBL608533,CHEMBL3553,250.0,6.6020599913279625
CHEMBL608533,CHEMBL3582,540.0,6.267606240177032
CHEMBL608533,CHEMBL3616,290.0,6.537602002101044
CHEMBL608533,CHEMBL3629,250.0,6.6020599913279625
CHEMBL608533,CHEMBL3650,1600.0,5.795880017344075
CHEMBL608533,CHEMBL3717,690.0,6.161150909262744
CHEMBL608533,CHEMBL3788,66.0,7.180456064458132
CHEMBL608533,CHEMBL3829,140.0,6.853871964321762
CHEMBL608533,CHEMBL3830,48.0,7.318758762624412
CHEMBL608533,CHEMBL3831,100.0,7.0
CHEMBL608533,CHEMBL3905,4200.0,5.376750709602099
CHEMBL608533,CHEMBL3906,730.0,6.136677139879544
CHEMBL608533,CHEMBL3920,920.0,6.036212172654444
CHEMBL608533,CHEMBL3935,170.0,6.769551078621726
CHEMBL608533,CHEMBL3938,280.0,6.552841968657781
CHEMBL608533,CHEMBL3980,4700.0,5.327902142064283
CHEMBL608533,CHEMBL3981,590.0,6.229147988357856
CHEMBL608533,CHEMBL3982,1200.0,5.920818753952375
CHEMBL608533,CHEMBL3983,350.0,6.455931955649724
CHEMBL608533,CHEMBL4004,900.0,6.045757490560675
CHEMBL608533,CHEMBL4045,180.0,6.7447274948966935
CHEMBL608533,CHEMBL4101,720.0,6.142667503568732
CHEMBL608533,CHEMBL4121,210.0,6.6777807052660805
CHEMBL608533,CHEMBL4128,1900.0,5.721246399047171
CHEMBL608533,CHEMBL4142,2400.0,5.619788758288394
CHEMBL608533,CHEMBL4147,20.0,7.698970004336019
CHEMBL608533,CHEMBL4202,220.0,6.657577319177793
CHEMBL608533,CHEMBL4203,410.0,6.3872161432802645
CHEMBL608533,CHEMBL4204,950.0,6.022276394711152
CHEMBL608533,CHEMBL4223,2400.0,5.619788758288394
CHEMBL608533,CHEMBL4224,350.0,6.455931955649724
CHEMBL608533,CHEMBL4225,860.0,6.0655015487564325
CHEMBL608533,CHEMBL4237,240.0,6.619788758288394
CHEMBL608533,CHEMBL4247,270.0,6.568636235841013
CHEMBL608533,CHEMBL4273,250.0,6.6020599913279625
CHEMBL608533,CHEMBL4282,950.0,6.022276394711152
CHEMBL608533,CHEMBL4355,380.0,6.42021640338319
CHEMBL608533,CHEMBL4375,42.0,7.376750709602099
CHEMBL608533,CHEMBL4454,730.0,6.136677139879544
CHEMBL608533,CHEMBL4487,3300.0,5.481486060122113
CHEMBL608533,CHEMBL4522,220.0,6.657577319177793
CHEMBL608533,CHEMBL4525,1900.0,5.721246399047171
CHEMBL608533,CHEMBL4527,1600.0,5.795880017344075
CHEMBL608533,CHEMBL4574,650.0,6.187086643357144
CHEMBL608533,CHEMBL4578,280.0,6.552841968657781
CHEMBL608533,CHEMBL4598,40.0,7.3979400086720375
CHEMBL608533,CHEMBL4599,120.0,6.920818753952375
CHEMBL608533,CHEMBL4600,2100.0,5.6777807052660805
CHEMBL608533,CHEMBL4630,1300.0,5.886056647693163
CHEMBL608533,CHEMBL4708,220.0,6.657577319177793
CHEMBL608533,CHEMBL4722,120.0,6.920818753952375
CHEMBL608533,CHEMBL4852,1100.0,5.958607314841775
CHEMBL608533,CHEMBL4895,620.0,6.2076083105017466
CHEMBL608533,CHEMBL4898,310.0,6.508638306165727
CHEMBL608533,CHEMBL4900,6300.0,5.200659450546418
CHEMBL608533,CHEMBL4924,1500.0,5.823908740944319
CHEMBL608533,CHEMBL5073,670.0,6.173925197299173
CHEMBL608533,CHEMBL5081,180.0,6.7447274948966935
CHEMBL608533,CHEMBL5256,130.0,6.886056647693163
CHEMBL608533,CHEMBL5258,1800.0,5.7447274948966935
CHEMBL608533,CHEMBL5274,1400.0,5.853871964321762
CHEMBL608533,CHEMBL5284,73.0,7.136677139879544
CHEMBL608533,CHEMBL5314,88.0,7.055517327849832
CHEMBL608533,CHEMBL5319,7200.0,5.142667503568732
CHEMBL608533,CHEMBL5320,3800.0,5.42021640338319
CHEMBL608533,CHEMBL5331,2900.0,5.5376020021010435
CHEMBL608533,CHEMBL5334,83.0,7.080921907623926
CHEMBL608533,CHEMBL5358,39.0,7.4089353929735005
CHEMBL608533,CHEMBL5407,560.0,6.251811972993799
CHEMBL608533,CHEMBL5426,640.0,6.1938200260161125
CHEMBL608533,CHEMBL5432,120.0,6.920818753952375
CHEMBL608533,CHEMBL5469,660.0,6.180456064458132
CHEMBL608533,CHEMBL5543,330.0,6.481486060122113
CHEMBL608533,CHEMBL5552,1800.0,5.7447274948966935
CHEMBL608533,CHEMBL5568,430.0,6.366531544420414
CHEMBL608533,CHEMBL5600,21.0,7.6777807052660805
CHEMBL608533,CHEMBL5606,350.0,6.455931955649724
CHEMBL608533,CHEMBL5608,1700.0,5.769551078621726
CHEMBL608533,CHEMBL5627,3000.0,5.522878745280337
CHEMBL608533,CHEMBL5650,1200.0,5.920818753952375
CHEMBL608533,CHEMBL5659,420.0,6.376750709602099
CHEMBL608533,CHEMBL5667,270.0,6.568636235841013
CHEMBL608533,CHEMBL5668,330.0,6.481486060122113
CHEMBL608533,CHEMBL5698,63.0,7.200659450546419
CHEMBL608533,CHEMBL5699,560.0,6.251811972993799
CHEMBL608533,CHEMBL5749,2100.0,5.6777807052660805
CHEMBL608533,CHEMBL5754,370.0,6.431798275933005
CHEMBL608533,CHEMBL5784,41.0,7.3872161432802645
CHEMBL608533,CHEMBL5785,6900.0,5.161150909262744
